Player,Squad,fw_post,fw_role,Rk,Nation,Pos,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Unnamed: 38,Gls.2,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK.1,PKatt.1,xG.2,npxG.2,npxG/Sh,G-xG,np:G-xG,Unnamed: 56,Pass_Cmp,Pass_Att,Pass_Cmp%,TotDist,PrgDist,Pass_Short_Cmp,Pass_Short_Att,Pass_Short_Cmp%,Pass_Med_Cmp,Pass_Med_Att,Pass_Med_Cmp%,Pass_Long_Cmp,Pass_Long_Att,Pass_Long_Cmp%,Ast.2,xAG.2,xA,A-xAG,KP,FinalThird_Pass,PPA,CrsPA,PrgP.1,Unnamed: 80,PassType_Att,Pass_Live,Pass_Dead,Pass_FK,Pass_TB,Pass_Switch,Pass_Cross,Pass_TI,Pass_CK,Corner_In,Corner_Out,Corner_Straight,Pass_Cmp.1,Pass_Offside,Pass_Blocked,Unnamed: 96,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Shot,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Shot,GCA_Fld,GCA_Def,Unnamed: 113,Tackles,Tackles_Won,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackled_%,Challenges_Lost,Blocks_Total,Shots_Blocked,Passes_Blocked,Interceptions,Tackles_Interceptions,Clearances,Errors_LeadingShot,Unnamed: 130,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,TakeOn_Att,TakeOn_Succ,TakeOn_Succ%,TakeOn_Tackled,TakeOn_Tackled%,Carries,Carry_TotDist,Carry_PrgDist,PrgC.1,Carry_FinalThird,Carry_PenArea,Miscontrols,Dispossessed,Rec,PrgR.1,Unnamed: 153,CrdY.1,CrdR.1,2CrdY,Fls,Fld,Offsides,Crs,Interceptions.1,Tackles_Won.1,PKwon,PKcon,OG,Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won%,Min_num,minutes_flag,fw_post_score_raw,fw_post_rating_0100,fw_role_score_raw,fw_role_rating_0100,fw_role_rating_shrunk_0100,n_post,n_role,role_sample_flag
Christopher Nkunku,chelsea,ST,ST_LINK,165,fr FRA,FW,26.0,1997.0,27,9,921,10.2,0.29,0.2,0.49,0.29,0.0,0.0,0.2,0.0,0.47,0.47,0.21,0.68,1.67,2.45,6.67,0.29,0.2,0.49,0.29,0.49,0.47,0.21,0.68,0.47,0.67,FW,0.29,2.45,1.08,44.0,2.44,1.07,0.12,0.27,12.6,0.0,0.0,0.0,0.47,0.47,0.19,-0.18,-0.18,,29.3,32.7,89.5,385.1,74.5,18.1,19.8,91.6,9.31,10.1,92.2,0.59,0.59,100.0,0.2,0.21,0.1,-0.01,1.37,2.55,0.69,0.0,2.45,,32.7,32.1,0.69,0.1,0.2,0.1,0.39,0.0,0.2,0.0,0.0,0.0,29.3,0.0,0.29,,3.33,3.32,2.06,0.0,0.49,0.49,0.1,0.2,0.39,0.39,0.1,0.0,0.1,0.1,0.1,0.0,,1.18,0.78,0.29,0.39,0.49,0.59,0.78,75.0,0.2,0.88,0.2,0.69,0.69,1.86,0.98,0.0,,43.9,0.98,5.1,17.9,21.3,5.1,43.9,2.65,0.98,37.0,1.37,51.9,27.5,134.1,61.6,1.67,1.57,1.27,1.76,1.67,34.9,6.67,,0.2,0.0,0.0,1.57,1.08,0.29,0.39,0.69,0.78,0.0,0.0,0.0,2.84,1.57,2.16,42.1,921,OK,1.112843026292964,95.1219512195122,0.22230298476524776,50.0,82.22996515679444,41.0,4.0,LOW_SAMPLE
Jean-Philippe Mateta,crystal palace,ST,ST_FINISHER,200,fr FRA,FW,27.0,1997.0,37,33,2648,29.4,0.48,0.07,0.54,0.41,0.07,0.07,0.07,0.0,0.46,0.4,0.11,0.51,1.53,1.77,4.15,0.48,0.07,0.54,0.41,0.48,0.46,0.11,0.57,0.41,0.51,FW,0.48,2.31,0.99,42.6,2.31,0.99,0.18,0.41,15.6,0.0,0.07,0.07,0.46,0.4,0.18,0.02,0.0,,9.9,15.2,65.1,130.9,34.6,5.99,7.89,75.9,2.82,4.42,63.8,0.24,0.78,30.4,0.07,0.11,0.08,-0.04,0.99,1.16,0.54,0.07,1.77,,15.2,14.9,0.27,0.0,0.24,0.0,0.88,0.0,0.0,0.0,0.0,0.0,9.9,0.03,0.58,,2.21,2.21,1.5,0.0,0.17,0.37,0.17,0.0,0.34,0.34,0.17,0.0,0.1,0.07,0.0,0.0,,0.61,0.41,0.17,0.37,0.07,0.1,0.54,18.8,0.44,0.65,0.14,0.51,0.07,0.68,0.78,0.0,,25.1,0.88,2.18,11.9,11.6,3.2,25.1,1.56,0.68,43.5,0.75,47.8,13.6,72.9,35.6,1.53,0.75,0.34,2.45,1.53,18.3,4.15,,0.07,0.0,0.0,0.92,0.95,0.71,0.88,0.07,0.41,0.0,0.0,0.0,2.31,2.14,3.64,37.1,2648,OK,0.34148297430604907,68.29268292682927,0.6940270123555484,90.0,84.57317073170732,41.0,30.0,OK
Jesper Lindstrøm,everton,NON_ST,WIDE_WINGER,222,dk DEN,FW,24.0,2000.0,25,15,1239,13.8,0.0,0.07,0.07,0.0,0.0,0.0,0.14,0.0,0.15,0.15,0.14,0.3,2.17,1.81,5.87,0.0,0.07,0.07,0.0,0.07,0.15,0.15,0.3,0.15,0.3,FW,0.0,2.03,0.72,35.7,2.03,0.73,0.0,0.0,21.0,0.43,0.0,0.0,0.15,0.15,0.08,-0.15,-0.15,,21.5,31.0,69.4,332.8,96.7,14.1,16.3,86.2,4.71,7.17,65.7,2.1,4.71,44.6,0.07,0.14,0.14,-0.07,1.38,1.3,0.87,0.51,1.81,,31.0,27.8,3.04,0.8,0.07,0.0,5.14,0.43,1.81,0.87,0.58,0.14,21.5,0.22,1.3,,3.33,3.35,2.17,0.51,0.14,0.22,0.22,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,,3.26,1.81,1.74,1.38,0.14,1.38,3.99,34.5,2.61,1.09,0.22,0.87,0.87,4.13,1.23,0.0,,45.3,1.59,9.2,14.9,22.0,2.9,45.3,3.12,0.58,18.6,2.25,72.1,21.9,117.9,56.5,2.17,1.38,0.51,2.25,1.74,25.1,5.87,,0.14,0.0,0.0,1.09,0.72,0.07,5.14,0.87,1.81,0.0,0.0,0.0,5.07,0.43,0.87,33.3,1239,OK,0.015564231711568765,50.0,-0.19263361017874425,33.33333333333333,39.28571428571428,44.0,18.0,OK
Beto,everton,ST,ST_FINISHER,226,gw GNB,FW,26.0,1998.0,30,15,1534,17.0,0.47,0.0,0.47,0.47,0.0,0.0,0.12,0.0,0.48,0.48,0.07,0.55,0.88,0.94,4.53,0.47,0.0,0.47,0.47,0.47,0.48,0.07,0.55,0.48,0.55,FW,0.47,2.88,1.35,46.9,2.87,1.35,0.16,0.35,13.1,0.0,0.0,0.0,0.48,0.48,0.17,-0.01,-0.01,,9.18,15.8,58.2,121.2,16.6,5.41,8.06,67.2,2.59,4.88,53.0,0.41,0.53,77.8,0.0,0.07,0.03,-0.07,0.71,0.41,0.47,0.06,0.94,,15.8,15.5,0.24,0.0,0.06,0.12,0.24,0.0,0.06,0.0,0.0,0.0,9.18,0.0,0.76,,1.53,1.52,0.94,0.0,0.18,0.18,0.24,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,,0.82,0.35,0.12,0.47,0.24,0.29,0.47,62.5,0.18,0.71,0.12,0.59,0.24,1.06,1.41,0.06,,30.6,1.71,3.0,13.7,14.2,5.06,30.6,2.24,1.12,50.0,1.0,44.7,15.7,73.1,28.1,0.88,0.71,0.53,4.18,2.18,22.2,4.53,,0.12,0.0,0.0,1.94,1.35,0.94,0.24,0.24,0.35,0.0,0.0,0.0,2.35,5.82,6.18,48.5,1534,OK,0.32007459263089316,63.41463414634146,0.6343149829611482,83.33333333333334,78.35365853658537,41.0,30.0,OK
Dominic Calvert-Lewin,everton,ST,ST_FINISHER,224,eng ENG,FW,27.0,1997.0,26,19,1609,17.9,0.17,0.06,0.22,0.17,0.0,0.0,0.11,0.0,0.37,0.37,0.03,0.41,1.28,1.12,6.26,0.17,0.06,0.22,0.17,0.22,0.38,0.04,0.41,0.38,0.41,FW,0.17,2.79,1.06,38.0,2.8,1.06,0.06,0.16,12.3,0.0,0.0,0.0,0.37,0.37,0.14,-0.21,-0.21,,10.1,16.1,62.6,118.0,27.8,7.26,10.4,69.5,2.07,3.52,58.7,0.17,0.45,37.5,0.06,0.03,0.04,0.02,0.39,1.12,0.28,0.06,1.12,,16.1,16.0,0.11,0.0,0.0,0.06,0.34,0.06,0.0,0.0,0.0,0.0,10.1,0.0,0.67,,1.45,1.46,0.78,0.0,0.22,0.17,0.17,0.11,0.22,0.22,0.06,0.0,0.11,0.0,0.06,0.0,,0.5,0.39,0.06,0.22,0.22,0.11,0.34,33.3,0.22,0.39,0.11,0.28,0.39,0.89,1.28,0.0,,29.1,1.45,2.51,12.0,14.8,4.92,29.1,1.4,0.56,40.0,0.73,52.0,15.6,80.7,25.9,1.28,0.45,0.95,4.3,1.84,23.3,6.26,,0.11,0.0,0.0,1.51,1.28,1.51,0.34,0.39,0.39,0.0,0.0,0.0,1.96,4.75,4.53,51.2,1609,OK,0.130634172614471,48.78048780487805,0.4611181825171592,66.66666666666666,62.195121951219505,41.0,30.0,OK
Jack Harrison,everton,NON_ST,WIDE_WINGER,223,eng ENG,FW,27.0,1996.0,34,24,2076,23.1,0.04,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.15,0.15,0.16,0.31,3.16,2.21,5.5,0.04,0.0,0.04,0.04,0.04,0.15,0.16,0.31,0.15,0.31,FW,0.04,1.26,0.3,24.1,1.26,0.3,0.03,0.14,16.2,0.0,0.0,0.0,0.15,0.15,0.12,-0.11,-0.11,,17.9,28.5,62.8,285.5,107.2,10.3,12.8,81.0,5.28,7.88,67.0,1.56,4.68,33.3,0.0,0.16,0.13,-0.16,1.43,1.21,1.08,0.48,2.21,,28.5,25.5,2.77,1.0,0.17,0.09,5.67,0.35,1.39,1.17,0.0,0.04,17.9,0.3,1.43,,2.47,2.47,1.65,0.39,0.17,0.09,0.17,0.0,0.17,0.17,0.04,0.0,0.0,0.04,0.09,0.0,,1.39,0.95,0.52,0.52,0.35,0.65,1.99,32.6,1.34,0.78,0.09,0.69,0.43,1.82,1.52,0.09,,41.0,1.56,6.8,14.5,20.0,2.99,41.0,3.25,1.04,32.0,1.86,57.3,22.7,136.5,71.0,3.16,1.56,0.74,2.25,1.77,26.5,5.5,,0.0,0.0,0.0,0.56,1.21,0.17,5.67,0.43,0.95,0.04,0.0,0.0,3.16,0.17,1.21,12.5,2076,OK,0.017504365873309415,52.27272727272727,-0.25119923411901385,27.77777777777778,36.52597402597402,44.0,18.0,OK
Iliman Ndiaye,everton,NON_ST,INSIDE_FORWARD,221,sn SEN,FW,24.0,2000.0,33,29,2430,27.0,0.33,0.0,0.33,0.26,0.07,0.07,0.11,0.0,0.23,0.17,0.07,0.24,3.19,2.19,4.52,0.33,0.0,0.33,0.26,0.26,0.23,0.07,0.3,0.17,0.24,FW,0.33,1.3,0.56,42.9,1.3,0.56,0.2,0.47,17.1,0.0,0.07,0.07,0.23,0.17,0.13,0.1,0.09,,22.3,27.3,81.8,334.7,69.4,12.9,14.9,86.8,7.41,8.52,87.0,1.41,2.04,69.1,0.0,0.07,0.05,-0.07,0.67,1.56,0.52,0.19,2.19,,27.3,26.3,0.93,0.19,0.07,0.07,1.41,0.19,0.37,0.15,0.0,0.07,22.3,0.07,0.81,,2.41,2.41,1.81,0.0,0.33,0.04,0.22,0.0,0.3,0.3,0.19,0.0,0.07,0.0,0.04,0.0,,1.96,1.04,0.74,0.59,0.63,0.81,1.81,44.9,1.0,1.11,0.19,0.93,0.74,2.7,0.89,0.04,,40.1,1.33,8.11,16.7,17.2,3.07,40.1,5.3,2.52,47.6,2.37,44.8,23.0,177.8,87.7,3.19,1.63,1.19,2.04,1.63,25.0,4.52,,0.11,0.0,0.0,0.89,1.93,0.19,1.41,0.74,1.04,0.0,0.0,0.0,6.37,0.22,0.7,24.0,2430,OK,-0.23222284286120112,34.090909090909086,-0.1462685529811666,42.30769230769231,40.025252525252526,44.0,26.0,OK
Armando Broja,everton,NON_ST,INSIDE_FORWARD,225,al ALB,FW,22.0,2001.0,10,4,334,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.03,0.03,0.05,0.08,3.24,0.54,7.03,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,FW,0.0,1.08,0.0,0.0,1.08,0.0,0.0,,17.3,0.0,0.0,0.0,0.03,0.03,0.03,-0.03,-0.03,,14.3,19.7,72.6,160.5,27.3,9.46,12.2,77.8,2.7,3.24,83.3,0.54,0.81,66.7,0.0,0.05,0.03,-0.05,1.08,0.81,0.0,0.0,0.54,,19.7,19.5,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,14.3,0.27,0.27,,1.89,1.89,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.81,0.27,0.27,0.27,0.27,0.0,0.0,,0.0,0.81,0.0,0.81,0.27,1.08,1.08,0.0,,34.3,1.08,3.78,12.7,19.5,4.86,34.3,4.32,2.16,50.0,1.89,43.8,17.3,155.9,75.9,3.24,2.16,0.81,4.32,3.51,25.4,7.03,,0.27,0.0,0.0,1.62,1.08,0.81,0.27,0.27,0.27,0.0,0.0,0.0,2.43,4.86,5.68,46.2,334,LOW_MIN,-0.5552362992977838,9.090909090909092,-0.49169375082646405,19.230769230769234,16.414141414141415,44.0,26.0,OK
Raúl Jiménez,fulham,ST,ST_RUNNER,252,mx MEX,FW,33.0,1991.0,38,30,2494,27.7,0.43,0.11,0.54,0.32,0.11,0.11,0.14,0.0,0.43,0.35,0.12,0.47,1.26,2.24,4.51,0.43,0.11,0.54,0.32,0.43,0.43,0.12,0.55,0.35,0.47,FW,0.43,3.36,1.08,32.3,3.36,1.08,0.1,0.3,14.5,0.04,0.11,0.11,0.43,0.35,0.1,0.0,-0.02,,16.5,23.2,71.2,249.7,58.4,9.57,11.8,81.3,4.98,6.79,73.4,1.19,1.99,60.0,0.11,0.12,0.08,-0.01,0.87,1.48,0.51,0.11,2.24,,23.2,22.9,0.25,0.11,0.11,0.18,0.83,0.14,0.0,0.0,0.0,0.0,16.5,0.04,1.01,,2.38,2.38,1.73,0.04,0.07,0.32,0.18,0.04,0.25,0.25,0.14,0.0,0.0,0.04,0.04,0.04,,1.26,0.87,0.32,0.61,0.32,0.29,0.79,36.4,0.51,0.76,0.18,0.58,0.36,1.62,0.83,0.11,,36.1,1.26,4.33,15.6,16.8,5.96,36.0,1.81,0.76,42.0,0.94,52.0,19.8,92.3,40.1,1.26,0.87,0.61,2.67,1.62,26.5,4.51,,0.14,0.0,0.0,1.41,1.48,0.54,0.83,0.36,0.87,0.04,0.0,0.0,2.89,3.29,3.57,47.9,2494,OK,0.6272262584025179,82.92682926829268,-0.02659807894985349,57.14285714285714,72.30989956958393,41.0,7.0,OK
Reiss Nelson,fulham,NON_ST,INSIDE_FORWARD,250,eng ENG,FW,24.0,1999.0,11,5,487,5.4,0.19,0.19,0.37,0.19,0.0,0.0,0.19,0.0,0.2,0.2,0.19,0.39,8.33,6.48,11.7,0.18,0.18,0.37,0.18,0.37,0.2,0.18,0.39,0.2,0.39,FW,0.19,2.22,1.11,50.0,2.22,1.11,0.08,0.17,15.4,0.0,0.0,0.0,0.2,0.2,0.09,-0.02,-0.02,,43.0,49.6,86.6,635.0,140.9,25.2,27.2,92.5,14.3,16.9,84.6,2.22,3.52,63.2,0.19,0.19,0.19,0.0,2.41,1.3,2.78,0.56,6.48,,49.6,48.3,1.11,0.0,0.37,0.37,4.26,0.19,0.93,0.56,0.19,0.0,43.0,0.19,0.37,,5.74,5.73,3.89,0.37,0.56,0.74,0.0,0.19,0.19,0.18,0.19,0.0,0.0,0.0,0.0,0.0,,1.48,1.11,0.56,0.56,0.37,0.93,2.41,38.5,1.48,2.04,0.0,2.04,0.93,2.41,0.37,0.0,,64.3,0.93,5.56,20.4,39.3,6.48,64.3,6.48,2.41,37.1,2.41,37.1,48.0,362.2,177.8,8.33,4.63,3.89,2.59,1.48,50.7,11.7,,0.19,0.0,0.0,1.11,1.67,0.19,4.26,0.93,1.11,0.0,0.0,0.0,5.37,0.0,0.74,0.0,487,LOW_MIN,0.7476763713904371,97.72727272727273,0.8738521043290077,96.15384615384616,96.5909090909091,44.0,26.0,OK
Rodrigo Muniz,fulham,ST,ST_FINISHER,251,br BRA,FW,23.0,2001.0,31,8,964,10.7,0.75,0.09,0.84,0.75,0.0,0.0,0.09,0.0,0.54,0.54,0.07,0.61,0.56,2.52,2.9,0.75,0.09,0.84,0.75,0.84,0.54,0.07,0.61,0.54,0.61,FW,0.75,3.64,1.78,48.7,3.64,1.77,0.21,0.42,12.0,0.0,0.0,0.0,0.54,0.54,0.15,0.21,0.21,,8.6,13.3,64.8,143.9,49.3,4.3,6.36,67.6,2.9,4.21,68.9,1.03,1.21,84.6,0.09,0.07,0.02,0.03,0.65,1.21,0.28,0.0,2.52,,13.3,12.6,0.56,0.09,0.28,0.19,0.09,0.0,0.0,0.0,0.0,0.0,8.6,0.09,0.37,,1.59,1.59,0.93,0.0,0.19,0.19,0.19,0.09,0.19,0.19,0.09,0.0,0.09,0.0,0.0,0.0,,0.93,0.47,0.28,0.47,0.19,0.37,0.37,100.0,0.0,0.84,0.19,0.65,0.47,1.4,1.31,0.0,,29.1,1.31,2.52,15.0,11.9,5.14,29.1,1.68,0.56,33.3,0.84,50.0,14.7,60.8,17.5,0.56,0.37,0.28,4.39,2.24,22.1,2.9,,0.09,0.0,0.0,1.03,2.9,0.28,0.09,0.47,0.47,0.0,0.0,0.0,1.31,6.26,5.89,51.5,964,OK,0.47016123719828007,73.17073170731707,0.7978964081571898,93.33333333333333,88.29268292682927,41.0,30.0,OK
Liam Delap,ipswich town,ST,ST_RUNNER,284,eng ENG,FW,21.0,2003.0,37,32,2593,28.8,0.42,0.07,0.49,0.35,0.07,0.07,0.42,0.0,0.32,0.27,0.07,0.34,2.12,1.04,3.82,0.42,0.07,0.49,0.35,0.42,0.32,0.07,0.39,0.27,0.34,FW,0.42,2.29,1.01,43.9,2.29,1.01,0.15,0.34,16.0,0.0,0.07,0.07,0.32,0.27,0.12,0.09,0.08,,7.6,12.4,61.3,104.5,22.8,4.27,6.04,70.7,2.4,3.75,63.9,0.31,0.83,37.5,0.07,0.07,0.05,0.0,0.73,0.59,0.21,0.0,1.04,,12.4,12.2,0.17,0.0,0.28,0.03,0.17,0.07,0.0,0.0,0.0,0.0,7.6,0.07,0.56,,2.15,2.15,0.97,0.0,0.42,0.24,0.45,0.07,0.24,0.24,0.1,0.0,0.07,0.0,0.07,0.0,,0.38,0.28,0.1,0.1,0.17,0.07,0.52,13.3,0.45,0.28,0.0,0.28,0.07,0.45,0.97,0.0,,23.7,1.01,2.71,10.1,11.6,3.19,23.6,2.99,1.39,46.5,1.28,43.0,15.5,114.0,55.1,2.12,1.6,1.04,3.61,2.08,18.6,3.82,,0.42,0.0,0.0,2.5,1.77,0.49,0.17,0.07,0.28,0.07,0.0,0.0,2.36,1.91,2.57,42.6,2593,OK,0.3794201551916334,70.73170731707317,-0.5647593005569628,14.285714285714285,47.48923959827834,41.0,7.0,OK
Ali Al Hamadi,ipswich town,NON_ST,WIDE_WINGER,283,iq IRQ,FW,22.0,2002.0,11,0,134,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.27,0.27,0.07,0.27,2.67,2.0,9.33,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.28,0.24,0.28,FW,0.0,2.67,0.0,0.0,2.69,0.0,0.0,,15.7,0.0,0.0,0.0,0.27,0.27,0.09,-0.27,-0.27,,16.7,20.0,83.3,185.3,19.3,13.3,15.3,87.0,3.33,4.67,71.4,0.0,0.0,,0.0,0.07,0.0,-0.07,1.33,0.0,0.0,0.0,2.0,,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.67,,5.33,5.37,2.67,0.0,2.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.67,0.0,0.0,0.0,0.67,0.0,1.33,0.0,1.33,0.0,0.0,0.0,0.0,0.67,1.33,0.0,,35.3,1.33,4.0,13.3,20.0,6.0,35.3,4.67,2.67,57.1,2.0,42.9,19.3,124.7,74.0,2.67,2.0,2.67,4.67,2.67,24.0,9.33,,2.0,0.0,0.0,5.33,2.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,2.67,3.33,6.0,35.7,134,LOW_MIN,-0.33443481823112664,25.0,-0.1828040532453125,38.88888888888889,33.92857142857143,44.0,18.0,OK
Chiedozie Ogbene,ipswich town,NON_ST,INSIDE_FORWARD,281,ie IRL,FW,27.0,1997.0,5,3,238,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,2.69,0.0,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,FW,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,12.3,16.5,74.4,159.6,10.4,7.69,9.23,83.3,3.08,3.85,80.0,0.38,0.38,100.0,0.0,0.04,0.0,-0.04,0.77,0.0,0.0,0.0,0.0,,16.5,16.5,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,12.3,0.0,1.92,,1.15,1.13,0.77,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.69,1.15,0.38,0.77,1.54,0.77,1.54,50.0,0.77,0.38,0.0,0.38,0.38,3.08,1.15,0.0,,26.9,1.15,4.23,7.31,15.4,2.31,26.9,2.69,0.38,14.3,1.15,42.9,15.8,126.9,53.5,2.69,0.77,0.77,1.54,0.77,16.5,5.77,,0.0,0.0,0.0,0.77,2.69,0.38,1.54,0.38,1.15,0.0,0.0,0.0,2.31,0.38,2.31,14.3,238,LOW_MIN,-0.8022193032529983,4.545454545454546,-0.7170837217825428,7.6923076923076925,6.818181818181818,44.0,26.0,OK
George Hirst,ipswich town,ST,ST_FINISHER,282,sct SCO,FW,25.0,1999.0,26,5,661,7.3,0.41,0.14,0.55,0.41,0.0,0.0,0.41,0.0,0.29,0.29,0.04,0.34,1.23,1.78,4.25,0.41,0.14,0.54,0.41,0.54,0.29,0.05,0.34,0.29,0.34,FW,0.41,1.92,0.96,50.0,1.91,0.95,0.21,0.43,11.3,0.0,0.0,0.0,0.29,0.29,0.15,0.12,0.12,,9.45,16.7,56.6,107.5,25.8,6.71,9.86,68.1,1.78,3.56,50.0,0.14,0.41,33.3,0.14,0.04,0.04,0.1,0.55,0.14,0.55,0.0,1.78,,16.7,16.6,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,9.45,0.14,0.68,,1.23,1.22,0.96,0.0,0.0,0.14,0.14,0.0,0.41,0.41,0.27,0.0,0.0,0.14,0.0,0.0,,0.41,0.41,0.14,0.0,0.27,0.14,0.55,25.0,0.41,0.14,0.14,0.0,0.27,0.68,1.37,0.0,,25.8,1.64,3.84,8.36,13.8,3.84,25.8,0.82,0.27,33.3,0.41,50.0,13.8,72.5,28.9,1.23,0.27,0.96,2.88,2.19,22.1,4.25,,0.41,0.0,0.0,1.78,1.64,0.41,0.41,0.27,0.41,0.0,0.0,0.0,1.64,4.38,3.15,58.2,661,LOW_MIN,0.13917351742546405,51.21951219512195,0.4743429259023963,70.0,65.3048780487805,41.0,30.0,OK
Will Alves,leicester city,ST,ST_FINISHER,316,eng ENG,FW,19.0,2005.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,1.0,100.0,12.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,LOW_MIN,-1.4139082957170719,4.878048780487805,-1.2245663408468919,6.666666666666667,6.219512195121951,41.0,30.0,OK
Stephy Mavididi,leicester city,NON_ST,WIDE_WINGER,311,eng ENG,FW,26.0,1998.0,30,16,1615,17.9,0.22,0.06,0.28,0.22,0.0,0.0,0.11,0.0,0.1,0.1,0.15,0.25,5.08,3.18,7.71,0.22,0.06,0.28,0.22,0.28,0.1,0.15,0.25,0.1,0.25,FW,0.22,1.45,0.39,26.9,1.45,0.39,0.15,0.57,16.1,0.06,0.0,0.0,0.1,0.1,0.07,0.12,0.12,,25.7,34.2,75.0,345.9,79.8,16.0,17.5,91.1,6.93,10.3,67.4,1.01,2.4,41.9,0.06,0.15,0.18,-0.09,1.23,1.79,1.45,0.39,3.18,,34.2,32.8,1.12,0.11,0.34,0.0,3.85,0.61,0.39,0.22,0.11,0.0,25.7,0.28,1.34,,2.79,2.78,2.18,0.11,0.22,0.11,0.11,0.06,0.39,0.39,0.34,0.0,0.06,0.0,0.0,0.0,,1.9,1.06,0.89,0.56,0.45,0.78,2.35,33.3,1.56,1.45,0.11,1.34,0.61,2.51,0.84,0.0,,48.2,1.28,7.37,18.3,23.5,3.41,48.2,5.31,1.96,36.8,2.63,49.5,32.6,242.6,131.6,5.08,2.23,1.51,2.18,1.96,34.8,7.71,,0.11,0.0,0.0,1.01,1.01,0.17,3.85,0.61,1.06,0.0,0.0,0.0,4.64,0.5,0.84,37.5,1615,OK,0.10468371351258603,61.36363636363637,-0.0784100864751269,44.44444444444444,50.48701298701299,44.0,18.0,OK
