Player,Squad,df_post,cb_role,fb_role,Rk,Nation,Pos,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Unnamed: 38,Gls.2,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK.1,PKatt.1,xG.2,npxG.2,npxG/Sh,G-xG,np:G-xG,Unnamed: 56,Pass_Cmp,Pass_Att,Pass_Cmp%,TotDist,PrgDist,Pass_Short_Cmp,Pass_Short_Att,Pass_Short_Cmp%,Pass_Med_Cmp,Pass_Med_Att,Pass_Med_Cmp%,Pass_Long_Cmp,Pass_Long_Att,Pass_Long_Cmp%,Ast.2,xAG.2,xA,A-xAG,KP,FinalThird_Pass,PPA,CrsPA,PrgP.1,Unnamed: 80,PassType_Att,Pass_Live,Pass_Dead,Pass_FK,Pass_TB,Pass_Switch,Pass_Cross,Pass_TI,Pass_CK,Corner_In,Corner_Out,Corner_Straight,Pass_Cmp.1,Pass_Offside,Pass_Blocked,Unnamed: 96,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Shot,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Shot,GCA_Fld,GCA_Def,Unnamed: 113,Tackles,Tackles_Won,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackled_%,Challenges_Lost,Blocks_Total,Shots_Blocked,Passes_Blocked,Interceptions,Tackles_Interceptions,Clearances,Errors_LeadingShot,Unnamed: 130,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,TakeOn_Att,TakeOn_Succ,TakeOn_Succ%,TakeOn_Tackled,TakeOn_Tackled%,Carries,Carry_TotDist,Carry_PrgDist,PrgC.1,Carry_FinalThird,Carry_PenArea,Miscontrols,Dispossessed,Rec,PrgR.1,Unnamed: 153,CrdY.1,CrdR.1,2CrdY,Fls,Fld,Offsides,Crs,Interceptions.1,Tackles_Won.1,PKwon,PKcon,OG,Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won%,Min_num,minutes_flag,df_post_score_raw,df_post_rating_0100,df_role_score_raw,df_role_rating_0100,df_role_rating_shrunk_0100,n_post,n_role,role_sample_flag
Ethan Pinnock,brentford,CB,CB_DUEL,,86,jm JAM,DF,31.0,1993.0,22,21,1913,21.3,0.09,0.0,0.09,0.09,0.0,0.0,0.09,0.0,0.05,0.05,0.06,0.11,0.14,1.92,0.42,0.09,0.0,0.09,0.09,0.09,0.05,0.05,0.11,0.05,0.11,DF,0.09,0.47,0.28,60.0,0.47,0.28,0.2,0.33,11.1,0.0,0.0,0.0,0.05,0.05,0.11,0.04,0.04,,43.4,50.7,85.6,800.2,286.1,16.9,17.9,94.2,22.2,24.8,89.4,3.94,6.81,57.9,0.0,0.06,0.03,-0.06,0.38,2.25,0.19,0.05,1.92,,50.7,44.8,5.92,0.7,0.0,0.0,0.42,1.83,0.0,0.0,0.0,0.0,43.4,0.0,0.38,,0.99,0.99,0.61,0.23,0.0,0.09,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.64,0.89,0.7,0.75,0.19,0.61,1.13,54.2,0.52,1.36,0.85,0.52,1.13,2.77,6.67,0.19,,63.3,13.8,36.8,21.5,5.12,1.13,63.3,0.42,0.14,33.3,0.28,66.7,29.7,146.3,76.7,0.14,0.19,0.0,0.09,0.19,35.7,0.42,,0.09,0.0,0.0,0.38,0.19,0.0,0.42,1.13,0.89,0.0,0.05,0.05,2.35,2.96,2.02,59.4,1913,OK,-0.2127285865547228,32.6530612244898,0.3022751722187574,60.37735849056604,55.97667638483966,98.0,53.0,OK
Sepp van den Berg,brentford,CB,CB_DUEL,,92,nl NED,DF,22.0,2001.0,31,29,2586,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.07,0.07,0.03,0.1,0.42,2.75,0.98,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,DF,0.0,0.7,0.21,30.0,0.7,0.21,0.0,0.0,10.5,0.0,0.0,0.0,0.07,0.07,0.1,-0.07,-0.07,,38.0,44.5,85.4,667.3,213.8,15.9,18.0,87.8,19.4,21.6,89.7,2.54,3.83,66.4,0.0,0.03,0.02,-0.03,0.21,2.23,0.1,0.03,2.75,,44.5,41.0,3.48,0.63,0.0,0.07,0.24,2.13,0.0,0.0,0.0,0.0,38.0,0.03,0.24,,0.77,0.77,0.66,0.0,0.0,0.07,0.03,0.0,0.07,0.07,0.03,0.0,0.0,0.0,0.03,0.0,,1.36,0.84,0.87,0.35,0.14,0.66,1.01,65.5,0.35,1.81,1.32,0.49,0.73,2.09,4.67,0.1,,55.9,9.83,28.5,21.6,5.89,1.67,55.9,0.24,0.14,57.1,0.1,42.9,25.7,131.1,68.8,0.42,0.35,0.03,0.52,0.24,32.0,0.98,,0.1,0.0,0.0,0.8,0.17,0.03,0.24,0.73,0.84,0.03,0.0,0.0,3.38,3.28,2.68,55.0,2586,OK,-0.3897385102109047,22.448979591836736,0.10122727079785394,35.84905660377358,33.7220602526725,98.0,53.0,OK
Nathan Collins,brentford,CB,CB_DUEL,,93,ie IRL,DF,23.0,2001.0,38,38,3420,38.0,0.05,0.08,0.13,0.05,0.0,0.0,0.13,0.0,0.07,0.07,0.05,0.11,0.84,3.34,0.47,0.05,0.08,0.13,0.05,0.13,0.07,0.05,0.11,0.07,0.11,DF,0.05,0.45,0.16,35.3,0.45,0.16,0.12,0.33,10.7,0.0,0.0,0.0,0.07,0.07,0.15,-0.01,-0.01,,44.9,52.2,85.9,863.8,284.2,14.7,16.7,87.7,26.0,28.1,92.6,3.82,6.29,60.7,0.08,0.05,0.04,0.03,0.26,2.92,0.18,0.05,3.34,,52.2,49.9,2.18,1.82,0.08,0.16,0.21,0.29,0.0,0.0,0.0,0.0,44.9,0.13,0.21,,0.79,0.79,0.58,0.05,0.03,0.08,0.05,0.0,0.21,0.21,0.11,0.03,0.0,0.03,0.05,0.0,,1.05,0.63,0.61,0.32,0.13,0.58,0.95,61.1,0.37,2.03,1.5,0.53,0.89,1.95,5.95,0.08,,64.1,10.1,33.6,26.4,4.45,1.82,64.1,0.32,0.16,50.0,0.13,41.7,33.9,184.1,108.7,0.84,0.32,0.03,0.53,0.21,39.2,0.47,,0.13,0.0,0.0,0.76,0.82,0.16,0.21,0.89,0.63,0.05,0.0,0.0,4.26,3.08,1.82,62.9,3420,OK,0.012543698399117212,48.97959183673469,0.6242065550633135,84.90566037735849,79.20310981535471,98.0,53.0,OK
Jayden Meghoma,brentford,CB,CB_DUEL,,87,eng ENG,DF,18.0,2006.0,1,0,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,30.0,30.0,100.0,280.0,70.0,30.0,30.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,10.0,20.0,0.0,10.0,0.0,30.0,0.0,0.0,,0.0,,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,5,LOW_MIN,-1.246788991352149,7.142857142857142,-1.0142245103204564,11.320754716981133,10.657596371882088,98.0,53.0,OK
Kim Jisoo,brentford,CB,CB_HYBRID,,90,kr KOR,DF,19.0,2004.0,3,0,30,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,83.3,93.3,89.3,1840.0,673.3,26.7,30.0,88.9,36.7,40.0,91.7,20.0,23.3,85.7,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,6.67,,93.3,90.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,,100.0,3.33,50.0,40.0,10.0,0.0,100.0,0.0,0.0,,0.0,,50.0,190.0,73.3,0.0,0.0,0.0,0.0,3.33,73.3,0.0,,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30,LOW_MIN,1.0956854708703223,92.85714285714286,0.9074483914692426,94.44444444444444,94.09937888198758,98.0,36.0,OK
Rico Henry,brentford,FB_WB,,FB_STAY_HOME,91,jm JAM,DF,27.0,1997.0,5,0,99,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,30.0,44.5,67.3,457.3,177.3,18.2,26.4,69.0,11.8,15.5,76.5,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,0.0,3.64,,44.5,35.5,9.09,0.0,0.0,0.0,1.82,9.09,0.0,0.0,0.0,0.0,30.0,0.0,2.73,,1.82,1.84,1.82,0.0,0.0,0.0,0.0,0.0,0.91,0.92,0.91,0.0,0.0,0.0,0.0,0.0,,1.82,1.82,0.91,0.0,0.91,0.0,3.64,0.0,3.64,3.64,0.91,2.73,0.91,2.73,1.82,0.0,,60.0,5.45,20.0,26.4,14.5,0.91,60.0,2.73,0.0,0.0,1.82,66.7,27.3,135.5,54.5,0.0,0.91,0.0,2.73,1.82,24.5,4.55,,0.0,0.0,0.0,1.82,1.82,0.0,1.82,0.91,1.82,0.0,0.0,0.0,6.36,1.82,0.91,66.7,99,LOW_MIN,-0.634804510358486,4.545454545454546,-0.32869167446791586,25.0,20.553359683794465,88.0,36.0,OK
Ben Mee,brentford,CB,CB_HYBRID,,88,eng ENG,DF,34.0,1989.0,7,2,183,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,46.5,60.0,77.5,875.5,344.0,17.0,19.0,89.5,25.5,30.0,85.0,4.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.5,,60.0,54.0,6.0,2.5,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,46.5,0.0,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.5,0.5,100.0,0.0,1.5,1.5,0.0,2.0,3.0,3.5,0.0,,69.0,9.0,33.0,31.0,5.5,1.5,69.0,0.0,0.0,,0.0,,39.0,202.0,137.0,1.5,0.5,0.5,0.0,0.0,43.0,1.0,,1.0,0.0,0.0,2.5,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,5.5,2.5,2.5,50.0,183,LOW_MIN,0.28637633142611507,67.3469387755102,-0.23439494215953088,30.555555555555557,38.55368234250221,98.0,36.0,OK
Michael Kayode,brentford,FB_WB,,FB_STAY_HOME,89,it ITA,DF,20.0,2004.0,12,6,528,5.9,0.0,0.17,0.17,0.0,0.0,0.0,0.34,0.0,0.03,0.03,0.2,0.25,2.03,2.03,4.07,0.0,0.17,0.17,0.0,0.17,0.04,0.21,0.25,0.04,0.25,DF,0.0,0.34,0.0,0.0,0.34,0.0,0.0,,16.8,0.0,0.0,0.0,0.03,0.03,0.1,-0.03,-0.03,,31.2,40.8,76.3,558.3,162.9,14.9,17.1,87.1,13.2,16.8,78.8,3.05,6.27,48.6,0.17,0.2,0.12,-0.03,1.36,2.03,0.51,0.34,2.03,,40.8,31.0,9.83,0.0,0.0,0.0,1.69,9.83,0.0,0.0,0.0,0.0,31.2,0.0,0.51,,3.22,3.24,1.53,1.19,0.17,0.17,0.17,0.0,0.51,0.51,0.51,0.0,0.0,0.0,0.0,0.0,,2.88,1.86,2.03,0.85,0.0,1.53,2.2,69.2,0.68,0.51,0.0,0.51,1.19,4.07,3.22,0.0,,53.1,3.9,17.1,20.5,16.4,2.2,53.1,3.05,1.53,50.0,1.36,44.4,24.4,160.0,84.7,2.03,1.19,0.51,2.2,0.51,24.2,4.07,,0.34,0.0,0.0,1.36,0.51,0.0,1.69,1.19,1.86,0.0,0.0,0.0,5.76,1.53,0.68,69.2,528,LOW_MIN,-0.4055298736675514,20.454545454545457,-0.050003021418153534,50.0,43.57707509881423,88.0,36.0,OK
Joël Veltman,brighton,FB_WB,,FB_INVERTED,114,nl NED,DF,32.0,1992.0,21,19,1697,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.03,0.03,0.03,0.05,1.69,4.5,1.8,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,DF,0.0,0.32,0.05,16.7,0.32,0.05,0.0,0.0,19.7,0.0,0.0,0.0,0.03,0.03,0.08,-0.03,-0.03,,39.4,49.2,80.2,664.7,171.6,19.3,21.5,89.9,16.2,20.1,80.8,3.33,5.24,63.6,0.0,0.03,0.07,-0.03,0.32,3.49,0.48,0.26,4.5,,49.2,40.0,8.99,2.22,0.11,0.16,1.27,6.77,0.0,0.0,0.0,0.0,39.4,0.16,1.11,,1.22,1.22,0.85,0.11,0.11,0.05,0.11,0.0,0.11,0.11,0.05,0.05,0.0,0.0,0.0,0.0,,2.28,1.53,1.27,0.85,0.16,1.64,2.75,59.6,1.11,1.16,0.37,0.79,1.01,3.28,3.49,0.0,,59.9,3.44,17.6,29.5,13.4,0.53,59.9,0.79,0.21,26.7,0.26,33.3,29.0,154.3,80.5,1.69,1.32,0.16,1.01,0.37,33.1,1.8,,0.26,0.0,0.0,1.43,2.33,0.0,1.27,1.01,1.53,0.0,0.05,0.0,3.6,1.11,0.95,53.8,1697,OK,-0.26973912941726746,30.681818181818183,-0.5627785338024365,6.451612903225806,12.361419068736142,88.0,31.0,OK
Lewis Dunk,brighton,CB,CB_BUILDER,,119,eng ENG,DF,32.0,1991.0,25,23,2083,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.03,0.03,0.02,0.06,0.87,6.15,0.13,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06,DF,0.0,0.52,0.13,25.0,0.52,0.13,0.0,0.0,12.1,0.04,0.0,0.0,0.03,0.03,0.07,-0.03,-0.03,,77.0,84.5,91.0,1426.0,459.4,28.9,30.0,96.4,41.3,43.4,95.2,6.19,9.87,62.7,0.0,0.02,0.04,-0.02,0.26,6.8,0.26,0.0,6.15,,84.5,78.7,5.67,2.9,0.09,0.43,0.22,0.43,0.0,0.0,0.0,0.0,77.0,0.17,0.3,,0.82,0.82,0.74,0.0,0.0,0.09,0.0,0.0,0.13,0.13,0.09,0.0,0.0,0.04,0.0,0.0,,0.74,0.43,0.35,0.3,0.09,0.48,0.82,57.9,0.35,1.21,0.78,0.43,0.56,1.3,3.42,0.09,,92.1,11.2,43.0,44.6,4.89,0.91,92.1,0.04,0.0,0.0,0.04,100.0,58.1,266.5,144.8,0.87,0.82,0.0,0.39,0.13,67.4,0.13,,0.22,0.0,0.0,0.3,0.48,0.09,0.22,0.56,0.43,0.0,0.0,0.04,4.5,2.21,1.34,62.2,2083,OK,1.2021066596791106,97.95918367346938,0.37722367589869993,88.88888888888889,93.66272824919442,98.0,9.0,OK
Pervis Estupiñán,brighton,FB_WB,,FB_WIDE,118,ec ECU,DF,26.0,1998.0,30,26,2402,26.7,0.04,0.04,0.07,0.04,0.0,0.0,0.19,0.0,0.04,0.04,0.08,0.12,2.21,4.94,4.19,0.04,0.04,0.07,0.04,0.07,0.04,0.08,0.12,0.04,0.12,DF,0.04,1.05,0.34,32.1,1.05,0.34,0.04,0.11,24.5,0.11,0.0,0.0,0.04,0.04,0.04,-0.01,-0.01,,50.1,60.3,83.1,762.1,234.5,29.3,31.4,93.2,16.9,20.2,83.5,2.77,5.92,46.8,0.04,0.08,0.09,-0.04,0.97,3.93,1.27,0.67,4.94,,60.3,51.3,8.88,0.75,0.0,0.19,4.46,6.74,1.39,0.86,0.34,0.11,50.1,0.11,1.05,,2.17,2.17,1.46,0.49,0.0,0.07,0.15,0.0,0.15,0.15,0.11,0.0,0.0,0.0,0.04,0.0,,2.43,1.61,1.24,0.94,0.26,1.27,1.91,66.7,0.64,0.75,0.19,0.56,1.39,3.82,2.43,0.07,,71.7,3.33,18.5,35.1,19.0,1.31,71.7,1.27,0.71,55.9,0.49,38.2,38.3,187.5,100.7,2.21,2.28,0.34,1.27,1.01,42.8,4.19,,0.19,0.0,0.0,1.35,0.75,0.11,4.46,1.39,1.61,0.0,0.0,0.0,5.51,1.72,0.97,63.9,2402,OK,0.310221741397753,76.13636363636364,-0.1130535692387397,52.38095238095239,60.043988269794724,88.0,21.0,OK
Jan Paul van Hecke,brighton,CB,CB_BUILDER,,117,nl NED,DF,24.0,2000.0,34,33,2958,32.9,0.03,0.03,0.06,0.03,0.0,0.0,0.24,0.03,0.04,0.04,0.05,0.09,1.67,6.93,0.15,0.03,0.03,0.06,0.03,0.06,0.04,0.05,0.09,0.04,0.09,DF,0.03,0.52,0.15,29.4,0.52,0.15,0.06,0.2,13.9,0.0,0.0,0.0,0.04,0.04,0.08,-0.01,-0.01,,61.3,69.5,88.2,1200.2,462.5,21.4,22.9,93.5,32.7,35.1,93.2,6.66,10.2,65.6,0.03,0.05,0.04,-0.02,0.46,6.87,0.52,0.12,6.93,,69.5,65.2,4.19,3.16,0.12,0.58,0.33,0.24,0.0,0.0,0.0,0.0,61.3,0.06,0.21,,1.58,1.58,1.4,0.06,0.0,0.09,0.03,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,,1.37,0.88,0.73,0.58,0.06,0.7,1.25,56.1,0.55,1.12,0.67,0.46,0.73,2.1,4.32,0.06,,78.7,8.27,33.3,41.0,5.05,1.0,78.7,0.33,0.15,45.5,0.12,36.4,52.1,323.2,218.6,1.67,1.4,0.0,0.36,0.21,55.3,0.15,,0.24,0.03,0.03,0.76,0.73,0.0,0.33,0.73,0.88,0.0,0.0,0.0,3.98,2.49,1.52,62.1,2958,OK,1.1993516569785208,96.93877551020408,-0.07893432406285344,44.44444444444444,72.07303974221269,98.0,9.0,OK
Eiran Cashin,brighton,FB_WB,,FB_WIDE,120,ie IRL,DF,22.0,2001.0,2,0,20,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,115.0,140.0,82.1,2035.0,980.0,45.0,50.0,90.0,65.0,65.0,100.0,5.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,30.0,,140.0,140.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,,5.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,160.0,10.0,50.0,100.0,10.0,0.0,160.0,5.0,0.0,0.0,5.0,100.0,105.0,665.0,495.0,0.0,0.0,0.0,0.0,0.0,125.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,66.7,20,LOW_MIN,2.755050579156721,99.43181818181817,1.547609130761353,100.0,99.81671554252199,88.0,21.0,OK
Tariq Lamptey,brighton,FB_WB,,FB_STAY_HOME,115,gh GHA,DF,23.0,2000.0,15,10,860,9.6,0.21,0.21,0.42,0.21,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.13,3.33,1.46,4.69,0.21,0.21,0.42,0.21,0.42,0.04,0.08,0.12,0.04,0.12,DF,0.21,0.63,0.21,33.3,0.63,0.21,0.33,1.0,18.5,0.0,0.0,0.0,0.04,0.04,0.06,0.17,0.17,,34.9,43.0,81.1,538.3,138.1,19.3,20.7,93.0,13.3,16.9,79.0,1.98,4.17,47.5,0.21,0.08,0.08,0.13,0.52,1.25,0.63,0.52,1.46,,43.0,36.0,6.88,0.52,0.0,0.1,2.92,6.25,0.1,0.1,0.0,0.0,34.9,0.1,0.63,,1.77,1.78,1.46,0.1,0.0,0.0,0.1,0.1,0.31,0.31,0.21,0.0,0.0,0.0,0.0,0.1,,1.77,1.15,0.83,0.94,0.0,0.94,2.6,36.0,1.67,1.56,0.73,0.83,0.73,2.5,2.4,0.1,,55.7,3.02,16.8,23.3,16.0,1.15,55.7,3.23,1.04,32.3,1.88,58.1,30.4,216.8,107.7,3.33,1.77,0.31,1.15,0.52,31.5,4.69,,0.0,0.0,0.0,1.56,1.04,0.0,2.92,0.73,1.15,0.0,0.1,0.0,4.06,0.1,1.46,6.7,860,OK,-0.3222099473978578,28.40909090909091,0.21212044058740404,66.66666666666666,58.3498023715415,88.0,36.0,OK
Adam Webster,brighton,CB,CB_BUILDER,,113,eng ENG,DF,29.0,1995.0,14,11,887,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.02,0.02,0.05,0.07,0.81,6.36,0.2,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,DF,0.0,0.51,0.1,20.0,0.51,0.1,0.0,0.0,10.8,0.0,0.0,0.0,0.02,0.02,0.05,-0.02,-0.02,,64.2,73.2,87.7,1188.4,458.7,24.4,26.0,94.2,33.6,35.8,94.1,5.35,9.8,54.6,0.0,0.05,0.03,-0.05,0.3,6.46,0.2,0.0,6.36,,73.2,65.7,7.37,3.03,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,64.2,0.2,0.51,,1.41,1.42,1.01,0.2,0.0,0.2,0.0,0.0,0.4,0.41,0.2,0.1,0.0,0.1,0.0,0.0,,1.01,0.61,0.51,0.4,0.1,0.61,1.41,42.9,0.81,1.62,0.91,0.71,2.02,3.03,4.14,0.2,,83.2,12.0,39.3,40.3,4.34,1.52,83.2,0.3,0.1,33.3,0.2,66.7,48.1,262.6,149.0,0.81,0.61,0.0,0.51,0.1,55.8,0.2,,0.1,0.0,0.0,0.71,0.2,0.1,0.2,2.02,0.61,0.0,0.1,0.0,3.54,2.42,0.61,80.0,887,OK,0.9289860937677693,89.79591836734694,-0.2759550890524098,33.33333333333333,63.05048335123524,98.0,9.0,OK
Igor,brighton,CB,CB_HYBRID,,116,br BRA,DF,26.0,1998.0,13,10,961,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.02,0.02,0.84,4.58,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,DF,0.0,0.09,0.0,0.0,0.09,0.0,0.0,,14.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,62.7,68.2,91.9,1135.0,359.9,24.5,25.3,96.7,34.0,35.9,94.8,3.93,5.51,71.2,0.0,0.02,0.03,-0.02,0.19,3.64,0.19,0.09,4.58,,68.2,63.6,4.49,1.12,0.28,0.37,0.37,1.03,0.0,0.0,0.0,0.0,62.7,0.19,0.47,,1.31,1.31,1.12,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.47,0.47,0.19,0.19,0.09,0.37,0.93,40.0,0.56,2.24,1.31,0.93,0.37,0.84,3.64,0.09,,76.3,10.2,36.0,35.6,5.05,0.09,76.3,0.56,0.47,83.3,0.09,16.7,49.5,276.8,171.7,0.84,1.31,0.0,0.09,0.0,56.6,0.09,,0.37,0.0,0.0,0.84,0.56,0.0,0.37,0.37,0.47,0.0,0.0,0.0,3.93,0.75,0.56,57.1,961,OK,0.671687651571571,83.6734693877551,0.32024145180728314,80.55555555555556,81.23336291038154,98.0,36.0,OK
Wesley Fofana,chelsea,CB,CB_HYBRID,,146,fr FRA,DF,23.0,2000.0,14,14,1172,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.03,0.03,0.03,0.06,1.46,2.46,0.31,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.06,DF,0.0,0.23,0.0,0.0,0.23,0.0,0.0,,10.6,0.0,0.0,0.0,0.03,0.03,0.13,-0.03,-0.03,,55.7,61.8,90.2,943.2,262.7,23.5,25.1,93.9,29.6,32.0,92.5,2.0,3.23,61.9,0.0,0.03,0.02,-0.03,0.46,4.15,0.08,0.0,2.46,,61.8,58.3,3.38,1.77,0.0,0.0,0.08,1.54,0.0,0.0,0.0,0.0,55.7,0.08,0.31,,1.15,1.15,0.92,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.92,0.46,0.54,0.0,0.46,1.08,42.9,0.62,1.08,0.69,0.38,1.08,2.08,4.23,0.15,,71.8,6.23,28.5,40.2,4.23,0.77,71.8,1.15,0.62,53.3,0.23,20.0,42.8,242.2,124.2,1.46,0.92,0.08,1.23,0.38,51.2,0.31,,0.54,0.0,0.0,1.85,1.23,0.0,0.08,1.08,0.92,0.0,0.0,0.0,4.15,2.08,0.92,69.2,1172,OK,0.2771464878616346,65.3061224489796,-0.17471061471440866,36.11111111111111,42.45785270629991,98.0,36.0,OK
