Player,Squad,df_post,cb_role,fb_role,Rk,Nation,Pos,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Unnamed: 38,Gls.2,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK.1,PKatt.1,xG.2,npxG.2,npxG/Sh,G-xG,np:G-xG,Unnamed: 56,Pass_Cmp,Pass_Att,Pass_Cmp%,TotDist,PrgDist,Pass_Short_Cmp,Pass_Short_Att,Pass_Short_Cmp%,Pass_Med_Cmp,Pass_Med_Att,Pass_Med_Cmp%,Pass_Long_Cmp,Pass_Long_Att,Pass_Long_Cmp%,Ast.2,xAG.2,xA,A-xAG,KP,FinalThird_Pass,PPA,CrsPA,PrgP.1,Unnamed: 80,PassType_Att,Pass_Live,Pass_Dead,Pass_FK,Pass_TB,Pass_Switch,Pass_Cross,Pass_TI,Pass_CK,Corner_In,Corner_Out,Corner_Straight,Pass_Cmp.1,Pass_Offside,Pass_Blocked,Unnamed: 96,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Shot,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Shot,GCA_Fld,GCA_Def,Unnamed: 113,Tackles,Tackles_Won,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackled_%,Challenges_Lost,Blocks_Total,Shots_Blocked,Passes_Blocked,Interceptions,Tackles_Interceptions,Clearances,Errors_LeadingShot,Unnamed: 130,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,TakeOn_Att,TakeOn_Succ,TakeOn_Succ%,TakeOn_Tackled,TakeOn_Tackled%,Carries,Carry_TotDist,Carry_PrgDist,PrgC.1,Carry_FinalThird,Carry_PenArea,Miscontrols,Dispossessed,Rec,PrgR.1,Unnamed: 153,CrdY.1,CrdR.1,2CrdY,Fls,Fld,Offsides,Crs,Interceptions.1,Tackles_Won.1,PKwon,PKcon,OG,Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won%,Min_num,minutes_flag,df_post_score_raw,df_post_rating_0100,df_role_score_raw,df_role_rating_0100,df_role_rating_shrunk_0100,n_post,n_role,role_sample_flag
Abdukodir Khusanov,manchester city,CB,CB_HYBRID,,347,uz UZB,DF,20.0,2004.0,6,6,503,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.02,0.02,0.18,4.46,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,DF,0.0,0.18,0.0,0.0,0.18,0.0,0.0,,23.9,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,64.3,70.5,91.1,1093.9,352.9,28.6,30.2,94.7,34.1,35.2,97.0,1.07,4.11,26.1,0.0,0.02,0.02,-0.02,0.36,4.11,0.0,0.0,4.46,,70.5,68.8,1.79,1.07,0.0,0.18,0.18,0.54,0.0,0.0,0.0,0.0,64.3,0.0,0.54,,0.89,0.89,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.89,0.71,0.71,0.18,0.0,0.36,0.54,66.7,0.18,0.89,0.71,0.18,0.54,1.43,5.18,0.18,,79.5,8.04,36.6,37.7,5.54,0.18,79.5,0.36,0.0,0.0,0.36,100.0,48.9,206.3,77.7,0.18,0.18,0.0,0.36,0.18,59.3,0.36,,0.18,0.0,0.0,0.54,0.54,0.0,0.18,0.54,0.71,0.0,0.0,0.18,4.82,1.07,0.71,60.0,503,LOW_MIN,0.3453395757566492,68.36734693877551,-0.008735952803651819,52.77777777777778,56.16681455190772,98.0,36.0,OK
Nico O’Reilly,manchester city,FB_WB,,FB_INVERTED,346,eng ENG,DF,19.0,2005.0,9,6,528,5.9,0.34,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.22,0.22,0.07,0.27,2.71,2.88,4.41,0.34,0.0,0.34,0.34,0.34,0.22,0.06,0.28,0.22,0.28,DF,0.34,1.36,0.51,37.5,1.36,0.51,0.25,0.67,15.4,0.0,0.0,0.0,0.22,0.22,0.16,0.12,0.12,,51.7,59.8,86.4,685.1,132.2,35.4,38.3,92.5,14.9,18.5,80.7,0.51,1.19,42.9,0.0,0.07,0.12,-0.07,0.68,4.75,0.17,0.17,2.88,,59.8,52.7,6.95,0.85,0.17,0.0,1.36,6.1,0.0,0.0,0.0,0.0,51.7,0.17,0.51,,2.03,2.05,1.53,0.17,0.17,0.0,0.17,0.0,0.34,0.34,0.34,0.0,0.0,0.0,0.0,0.0,,1.53,0.68,0.51,0.51,0.51,0.68,1.36,50.0,0.68,0.85,0.17,0.68,0.68,2.2,2.03,0.0,,71.0,2.37,12.0,37.8,22.0,3.05,71.0,2.54,1.53,60.0,1.02,40.0,42.2,198.5,97.5,2.71,2.54,0.0,2.37,2.54,50.5,4.41,,0.0,0.0,0.0,1.02,0.68,0.17,1.36,0.68,0.68,0.0,0.0,0.0,5.25,1.02,1.53,40.0,528,LOW_MIN,0.09039668730348976,71.5909090909091,-0.06666062589163038,61.29032258064516,63.80266075388027,88.0,31.0,OK
Nathan Aké,manchester city,FB_WB,,FB_INVERTED,350,nl NED,DF,29.0,1995.0,10,8,678,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,1.6,6.67,0.27,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,DF,0.0,0.4,0.0,0.0,0.4,0.0,0.0,,10.0,0.0,0.0,0.0,0.03,0.03,0.07,-0.03,-0.03,,67.9,72.3,93.9,1109.5,393.3,33.1,33.7,98.0,31.6,32.5,97.1,2.67,4.53,58.8,0.0,0.0,0.03,0.0,0.13,5.6,0.13,0.0,6.67,,72.3,68.5,3.47,1.73,0.0,0.0,0.13,0.93,0.0,0.0,0.0,0.0,67.9,0.27,0.4,,1.07,1.06,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.2,0.93,0.93,0.27,0.0,0.53,0.8,66.7,0.27,0.93,0.27,0.67,0.4,1.6,2.93,0.13,,79.5,6.8,27.3,44.1,8.13,0.67,79.5,0.13,0.13,100.0,0.0,0.0,53.7,299.2,200.1,1.6,1.6,0.13,0.53,0.4,59.9,0.27,,0.0,0.0,0.0,0.27,0.0,0.0,0.13,0.4,0.93,0.0,0.0,0.0,3.2,1.73,1.33,56.5,678,LOW_MIN,0.4159902811427785,81.81818181818183,0.26764019387361093,77.41935483870968,78.49223946784923,88.0,31.0,OK
Kyle Walker,manchester city,FB_WB,,FB_INVERTED,343,eng ENG,DF,34.0,1990.0,15,9,970,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.01,0.01,0.04,0.06,1.11,5.93,1.02,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,DF,0.0,0.46,0.19,40.0,0.46,0.19,0.0,0.0,27.7,0.0,0.0,0.0,0.01,0.01,0.03,-0.01,-0.01,,67.0,76.5,87.7,1104.4,362.8,34.0,35.9,94.6,28.2,30.9,91.3,3.89,7.59,51.2,0.0,0.04,0.12,-0.04,0.65,5.83,0.65,0.37,5.93,,76.5,67.3,9.17,1.67,0.19,0.65,1.3,7.5,0.0,0.0,0.0,0.0,67.0,0.0,0.74,,1.57,1.58,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.57,0.93,0.65,0.65,0.28,1.3,2.41,53.8,1.11,1.2,0.37,0.83,0.28,1.85,1.2,0.09,,82.6,2.41,18.2,43.8,21.1,0.46,82.6,0.56,0.28,50.0,0.19,33.3,46.2,211.5,102.4,1.11,1.2,0.0,0.83,0.19,58.3,1.02,,0.28,0.0,0.0,0.56,0.46,0.09,1.3,0.28,0.93,0.0,0.0,0.0,4.26,0.83,0.65,56.3,970,OK,0.6455802940475392,88.63636363636364,0.6566618109104377,83.87096774193549,85.03325942350332,88.0,31.0,OK
Leny Yoro,manchester utd,CB,CB_HYBRID,,373,fr FRA,DF,18.0,2005.0,21,12,1165,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.05,0.05,0.01,0.06,1.47,4.03,0.31,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,DF,0.0,0.39,0.08,20.0,0.39,0.08,0.0,0.0,8.6,0.0,0.0,0.0,0.05,0.05,0.15,-0.05,-0.05,,54.9,59.4,92.4,892.5,285.1,24.3,25.4,95.4,27.2,28.9,94.1,2.09,3.18,65.9,0.0,0.01,0.02,-0.01,0.16,3.41,0.39,0.08,4.03,,59.4,57.8,1.55,0.7,0.16,0.08,0.08,0.54,0.0,0.0,0.0,0.0,54.9,0.08,0.39,,0.7,0.7,0.47,0.0,0.0,0.16,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.25,0.85,1.47,0.7,0.08,1.01,1.47,68.4,0.47,0.39,0.23,0.16,1.4,3.64,3.33,0.0,,69.3,6.74,32.0,32.1,5.43,1.01,69.3,0.31,0.16,50.0,0.16,50.0,47.6,246.0,136.8,1.47,1.01,0.08,0.23,0.31,50.9,0.31,,0.39,0.0,0.0,0.7,0.16,0.08,0.08,1.4,0.85,0.0,0.0,0.0,3.57,1.24,1.24,50.0,1165,OK,0.35126208253715746,69.38775510204081,-0.13687337368811148,41.66666666666667,47.692990239574094,98.0,36.0,OK
Lisandro Martínez,manchester utd,CB,CB_HYBRID,,376,ar ARG,DF,26.0,1998.0,20,20,1751,19.5,0.1,0.05,0.15,0.1,0.0,0.0,0.36,0.0,0.07,0.07,0.06,0.12,1.18,6.0,0.36,0.1,0.05,0.15,0.1,0.15,0.07,0.06,0.13,0.07,0.13,DF,0.1,0.87,0.31,35.3,0.87,0.31,0.12,0.33,15.9,0.0,0.0,0.0,0.07,0.07,0.08,0.04,0.04,,61.5,68.8,89.4,1040.6,361.8,26.8,28.4,94.2,30.8,33.1,93.0,3.28,5.95,55.2,0.05,0.06,0.07,-0.01,0.46,4.67,0.92,0.1,6.0,,68.8,65.9,2.77,0.77,0.26,0.15,0.46,0.82,0.0,0.0,0.0,0.0,61.5,0.15,0.36,,1.33,1.34,1.18,0.0,0.0,0.1,0.0,0.05,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,,2.05,1.23,1.28,0.62,0.15,1.08,1.85,58.3,0.77,1.13,0.41,0.72,1.64,3.69,2.92,0.05,,78.2,8.0,36.6,35.7,6.41,0.92,78.2,0.36,0.31,85.7,0.05,14.3,52.2,263.6,160.5,1.18,1.18,0.1,0.05,0.15,54.8,0.36,,0.36,0.0,0.0,1.13,0.36,0.0,0.46,1.64,1.23,0.0,0.0,0.0,4.15,0.82,0.67,55.2,1751,OK,0.9612403944467518,90.81632653061224,0.6217751530133833,91.66666666666666,91.48181011535048,98.0,36.0,OK
Harry Maguire,manchester utd,CB,CB_DUEL,,378,eng ENG,DF,31.0,1993.0,27,19,1758,19.5,0.05,0.0,0.05,0.05,0.0,0.0,0.36,0.0,0.09,0.09,0.03,0.12,0.36,2.62,0.36,0.05,0.0,0.05,0.05,0.05,0.09,0.03,0.12,0.09,0.12,DF,0.05,0.77,0.31,40.0,0.77,0.31,0.07,0.17,8.2,0.0,0.0,0.0,0.09,0.09,0.12,-0.04,-0.04,,49.5,57.8,85.5,921.3,319.8,18.2,20.1,90.3,26.5,29.1,91.0,4.1,7.13,57.6,0.0,0.03,0.02,-0.03,0.46,2.46,0.21,0.0,2.62,,57.8,55.5,2.1,1.33,0.0,0.46,0.21,0.05,0.0,0.0,0.0,0.0,49.5,0.21,0.26,,1.03,1.02,0.72,0.05,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.54,0.77,1.18,0.31,0.05,0.87,1.18,73.9,0.31,0.77,0.62,0.15,2.05,3.59,4.0,0.05,,68.1,7.54,33.4,31.6,3.9,2.26,68.1,0.26,0.1,40.0,0.15,60.0,40.1,247.2,105.4,0.36,0.46,0.15,0.51,0.1,43.9,0.36,,0.36,0.0,0.0,0.92,0.56,0.1,0.21,2.05,0.77,0.0,0.0,0.0,3.49,3.28,1.28,71.9,1758,OK,0.04958226225396597,50.0,0.6281917404537837,86.79245283018868,80.95238095238095,98.0,53.0,OK
Matthijs de Ligt,manchester utd,CB,CB_DUEL,,380,nl NED,DF,24.0,1999.0,29,25,2123,23.6,0.08,0.0,0.08,0.08,0.0,0.0,0.13,0.0,0.11,0.11,0.01,0.12,0.3,2.33,0.25,0.08,0.0,0.08,0.08,0.08,0.1,0.01,0.12,0.1,0.12,DF,0.08,0.76,0.38,50.0,0.76,0.38,0.11,0.22,7.9,0.0,0.0,0.0,0.11,0.11,0.14,-0.02,-0.02,,52.6,58.5,89.9,924.2,252.3,19.2,20.4,94.2,30.8,32.7,94.4,2.25,4.58,49.1,0.0,0.01,0.01,-0.01,0.25,2.67,0.08,0.04,2.33,,58.5,57.2,1.14,0.81,0.0,0.38,0.25,0.04,0.0,0.0,0.0,0.0,52.6,0.13,0.47,,0.59,0.59,0.51,0.0,0.0,0.08,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,,1.27,0.93,0.72,0.51,0.04,0.97,1.36,71.9,0.38,1.23,0.89,0.34,1.4,2.67,4.07,0.0,,68.1,7.8,35.1,31.0,2.37,1.23,68.1,0.17,0.08,50.0,0.08,50.0,45.7,201.0,94.3,0.3,0.13,0.0,0.21,0.13,49.1,0.25,,0.13,0.0,0.0,0.68,0.51,0.08,0.25,1.4,0.93,0.0,0.08,0.0,2.88,2.46,1.23,66.7,2123,OK,-0.06218022145876475,43.87755102040816,0.45364867222294525,73.58490566037736,68.86945254292193,98.0,53.0,OK
Diogo Dalot,manchester utd,FB_WB,,FB_STAY_HOME,385,pt POR,DF,25.0,1999.0,33,31,2814,31.3,0.0,0.1,0.1,0.0,0.0,0.0,0.16,0.0,0.06,0.06,0.06,0.13,1.98,3.29,5.37,0.0,0.1,0.1,0.0,0.1,0.07,0.07,0.13,0.07,0.13,DF,0.0,0.8,0.16,20.0,0.8,0.16,0.0,0.0,16.1,0.0,0.0,0.0,0.06,0.06,0.08,-0.06,-0.06,,43.0,53.5,80.5,694.0,211.4,22.2,24.7,89.8,16.8,20.5,81.9,3.04,5.43,55.9,0.1,0.06,0.08,0.03,0.83,1.95,0.8,0.26,3.29,,53.5,45.6,7.73,0.42,0.13,0.26,2.11,7.32,0.0,0.0,0.0,0.0,43.0,0.16,1.15,,2.36,2.37,1.82,0.16,0.22,0.13,0.0,0.03,0.16,0.16,0.1,0.0,0.03,0.03,0.0,0.0,,2.17,1.28,1.28,0.7,0.19,1.09,1.66,65.4,0.58,0.7,0.29,0.42,1.18,3.35,2.3,0.0,,63.4,3.61,21.1,24.7,18.1,2.17,63.4,1.69,0.86,50.9,0.7,41.5,36.0,158.2,86.2,1.98,1.18,0.51,1.21,0.67,38.3,5.37,,0.16,0.0,0.0,1.28,0.29,0.13,2.11,1.18,1.28,0.0,0.03,0.0,5.34,1.21,0.67,64.4,2814,OK,-0.0631082050018227,59.09090909090909,0.860765165432101,100.0,91.10671936758894,88.0,36.0,OK
Noussair Mazraoui,manchester utd,FB_WB,,FB_INVERTED,375,ma MAR,DF,26.0,1997.0,37,34,2838,31.5,0.0,0.03,0.03,0.0,0.0,0.0,0.1,0.0,0.02,0.02,0.05,0.07,1.33,3.65,1.84,0.0,0.03,0.03,0.0,0.03,0.02,0.05,0.07,0.02,0.07,DF,0.0,0.41,0.1,23.1,0.41,0.1,0.0,0.0,20.6,0.0,0.0,0.0,0.02,0.02,0.05,-0.02,-0.02,,48.4,56.5,85.7,732.0,255.7,26.5,29.0,91.3,18.2,20.4,89.1,2.32,4.13,56.2,0.03,0.05,0.06,-0.02,0.63,3.97,0.63,0.16,3.65,,56.5,50.1,6.41,0.76,0.22,0.19,0.73,5.33,0.0,0.0,0.0,0.0,48.4,0.03,1.11,,1.78,1.78,1.46,0.06,0.03,0.06,0.1,0.06,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,,3.65,2.16,1.84,1.33,0.48,1.87,2.98,62.8,1.11,1.14,0.29,0.86,1.08,4.73,3.02,0.03,,67.9,5.3,26.6,31.0,11.1,0.95,67.9,1.52,0.83,54.2,0.57,37.5,37.2,174.0,91.6,1.33,1.02,0.1,0.79,0.54,40.9,1.84,,0.1,0.0,0.0,1.21,0.79,0.13,0.73,1.08,2.16,0.0,0.03,0.0,4.73,1.59,0.95,62.5,2838,OK,-0.026903328504924537,61.36363636363637,-0.2547166477509418,45.16129032258064,49.113082039911305,88.0,31.0,OK
Tyrell Malacia,manchester utd,FB_WB,,FB_INVERTED,377,nl NED,DF,24.0,1999.0,3,2,100,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,2.73,2.73,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,DF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,44.5,50.0,89.1,583.6,236.4,28.2,30.0,93.9,11.8,12.7,92.9,1.82,1.82,100.0,0.0,0.0,0.0,0.0,0.91,6.36,0.91,0.0,2.73,,50.0,44.5,5.45,0.0,0.0,0.0,0.91,5.45,0.0,0.0,0.0,0.0,44.5,0.0,1.82,,1.82,1.8,0.91,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.82,0.91,1.82,0.0,0.0,0.91,1.82,50.0,0.91,0.0,0.0,0.0,0.91,2.73,0.91,0.91,,56.4,1.82,18.2,24.5,13.6,0.0,56.4,0.91,0.91,100.0,0.0,0.0,33.6,172.7,107.3,2.73,1.82,0.0,0.91,1.82,39.1,5.45,,0.91,0.0,0.0,2.73,1.82,0.0,0.91,0.91,0.91,0.0,0.0,0.0,2.73,0.0,0.0,,100,LOW_MIN,-0.17166907871288564,44.31818181818182,-0.4490702686524745,12.903225806451612,20.56541019955654,88.0,31.0,OK
Tyler Fredricson,manchester utd,CB,CB_HYBRID,,382,eng ENG,DF,19.0,2005.0,2,2,165,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,61.1,67.8,90.2,1073.3,241.1,26.1,27.8,94.0,30.0,32.8,91.5,4.44,5.0,88.9,0.0,0.0,0.0,0.0,0.0,4.44,0.0,0.0,4.44,,67.8,66.1,1.67,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.1,0.0,1.11,,1.67,1.63,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.78,1.67,1.67,1.11,0.0,0.56,1.11,50.0,0.56,1.11,0.0,1.11,0.56,3.33,6.11,0.0,,78.3,6.11,35.6,37.8,5.0,0.56,78.3,0.56,0.56,100.0,0.0,0.0,47.8,155.0,63.3,1.11,0.56,0.0,1.11,0.0,52.8,0.0,,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.56,1.67,0.0,0.0,0.0,6.67,3.89,2.78,58.3,165,LOW_MIN,0.3711600645637479,71.42857142857143,-0.05004738990480342,47.22222222222222,52.484472049689444,98.0,36.0,OK
Ayden Heaven,manchester utd,CB,CB_DUEL,,381,eng ENG,DF,17.0,2006.0,4,2,170,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.05,0.05,0.0,0.11,0.53,3.68,0.53,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,DF,0.0,1.05,0.0,0.0,1.06,0.0,0.0,,15.5,0.0,0.0,0.0,0.05,0.05,0.07,-0.05,-0.05,,47.4,55.8,84.9,811.6,241.1,18.4,20.5,89.7,26.8,29.5,91.1,1.58,3.68,42.9,0.0,0.0,0.0,0.0,0.53,2.11,0.0,0.0,3.68,,55.8,54.7,0.53,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.4,0.53,1.58,,2.11,2.12,0.0,0.0,0.53,1.05,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.11,1.58,0.53,1.58,0.0,1.05,1.05,100.0,0.0,1.05,1.05,0.0,2.11,4.21,4.74,0.0,,71.6,15.8,35.8,31.6,5.26,1.05,71.6,2.11,1.05,50.0,1.05,50.0,50.0,258.4,136.3,0.53,0.53,0.0,1.58,0.53,48.9,0.53,,0.53,0.0,0.0,2.11,2.11,0.0,0.0,2.11,1.58,0.0,0.0,0.0,5.79,1.05,1.58,40.0,170,LOW_MIN,-0.016909918061837306,45.91836734693878,0.5133355739001799,79.24528301886792,73.955296404276,98.0,53.0,OK
Jonny Evans,manchester utd,CB,CB_DUEL,,383,nir NIR,DF,36.0,1988.0,7,3,315,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.03,0.03,0.0,0.03,0.86,2.86,0.86,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,DF,0.0,0.57,0.29,50.0,0.57,0.29,0.0,0.0,11.4,0.0,0.0,0.0,0.03,0.03,0.06,-0.03,-0.03,,54.9,62.0,88.5,882.9,258.9,25.7,27.1,94.7,25.4,28.6,89.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,2.86,0.29,0.0,2.86,,62.0,56.3,5.71,1.43,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,54.9,0.0,0.29,,0.57,0.57,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.29,1.71,1.14,1.14,0.0,0.86,1.71,50.0,0.86,0.86,0.57,0.29,1.43,3.71,4.29,0.0,,71.4,10.3,39.7,28.6,4.29,0.86,71.4,0.29,0.29,100.0,0.0,0.0,40.9,164.0,69.1,0.86,0.57,0.0,0.29,0.0,43.1,0.86,,0.29,0.0,0.0,1.43,1.71,0.0,0.0,1.43,1.71,0.0,0.0,0.0,4.57,2.57,0.86,75.0,315,LOW_MIN,0.0582517672947398,51.02040816326531,0.6475974425694376,88.67924528301887,82.70165208940719,98.0,53.0,OK
Harry Amass,manchester utd,FB_WB,,FB_STAY_HOME,386,eng ENG,DF,17.0,2007.0,5,4,346,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,2.37,1.84,6.05,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,DF,0.0,0.79,0.0,0.0,0.78,0.0,0.0,,21.7,0.0,0.0,0.0,0.03,0.03,0.02,-0.03,-0.03,,39.2,47.6,82.3,505.3,101.8,25.5,27.6,92.4,11.6,14.7,78.6,0.79,2.89,27.3,0.0,0.0,0.03,0.0,0.26,1.32,0.0,0.0,1.84,,47.6,39.5,8.16,0.53,0.0,0.0,2.37,7.63,0.0,0.0,0.0,0.0,39.2,0.0,0.79,,2.11,2.08,1.84,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.58,0.53,1.32,0.26,0.0,0.53,2.11,25.0,1.58,2.89,0.26,2.63,0.53,2.11,2.89,0.0,,65.8,3.42,21.6,23.2,22.1,1.32,65.8,2.11,0.79,37.5,1.05,50.0,34.7,185.5,98.9,2.37,1.58,0.53,4.74,1.32,32.6,6.05,,0.0,0.0,0.0,0.53,1.05,0.26,2.37,0.53,0.53,0.0,0.0,0.0,6.84,1.84,1.58,53.8,346,LOW_MIN,-0.24416022364970297,35.22727272727273,0.28321685319356343,72.22222222222221,64.1798418972332,88.0,36.0,OK
Luke Shaw,manchester utd,FB_WB,,FB_INVERTED,374,eng ENG,DF,29.0,1995.0,7,4,349,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.18,0.18,1.79,6.15,1.79,0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.19,0.01,0.19,DF,0.0,0.26,0.0,0.0,0.26,0.0,0.0,,23.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,63.8,74.4,85.9,1090.3,355.9,30.3,32.6,92.9,27.7,30.5,90.8,5.13,8.46,60.6,0.0,0.18,0.21,-0.18,1.28,5.13,0.77,0.26,6.15,,74.4,70.8,3.59,1.28,0.26,0.26,2.82,0.51,1.03,0.0,0.26,0.0,63.8,0.0,1.54,,2.56,2.58,2.05,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.03,0.77,0.51,0.51,0.0,0.51,0.51,100.0,0.0,1.54,0.26,1.28,0.51,1.54,1.79,0.0,,81.3,6.67,32.8,38.2,10.8,1.03,81.3,0.26,0.0,0.0,0.26,100.0,57.9,282.6,140.5,1.79,2.05,0.0,0.51,0.0,63.6,1.79,,0.26,0.0,0.0,0.77,0.26,0.0,2.82,0.51,0.77,0.0,0.0,0.26,2.31,0.77,0.51,60.0,349,LOW_MIN,0.6303563620691693,87.5,0.7180267692342329,93.54838709677419,92.07317073170732,88.0,31.0,OK
Victor Lindelöf,manchester utd,CB,CB_DUEL,,379,se SWE,DF,30.0,1994.0,16,6,704,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.01,0.01,0.64,3.33,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,DF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,46.4,49.5,93.8,778.7,245.1,19.7,20.9,94.5,23.6,24.5,96.3,2.56,3.33,76.9,0.0,0.01,0.01,-0.01,0.38,2.18,0.26,0.13,3.33,,49.5,48.2,1.28,0.51,0.13,0.0,0.13,0.64,0.0,0.0,0.0,0.0,46.4,0.0,0.13,,0.51,0.51,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.9,0.26,0.64,0.13,0.13,0.38,0.51,75.0,0.13,0.77,0.51,0.26,1.03,1.92,4.62,0.26,,57.9,7.69,31.2,24.0,3.08,0.38,57.9,0.0,0.0,,0.0,,33.7,150.1,70.9,0.64,0.51,0.0,0.13,0.13,40.1,0.51,,0.13,0.0,0.0,1.03,0.13,0.0,0.13,1.03,0.26,0.0,0.0,0.0,3.72,2.18,1.92,53.1,704,OK,-0.18832841320863566,35.714285714285715,0.36253843067275143,67.9245283018868,62.811791383219955,98.0,53.0,OK
